Location ,Lat,Long,Year,Max,,
Pearl_Creek,"	64.9000000",-147.8166667,2014,105,,
Pearl_Creek,"	64.9000000",-147.8166667,2015,127,,
Pearl_Creek,"	64.9000000",-147.8166667,2016,168,,
Pearl_Creek,"	64.9000000",-147.8166667,2017,145,,
Pearl_Creek,"	64.9000000",-147.8166667,2018,185,,
Pearl_Creek,"	64.9000000",-147.8166667,2019,201,,
Pearl_Creek,"	64.9000000",-147.8166667,2020,193,,
Pearl_Creek,"	64.9000000",-147.8166667,2021,202,,
Pearl_Creek,"	64.9000000",-147.8166667,2022,202,,
Pearl_Creek,"	64.9000000",-147.8166667,2023,214,,
Pearl_Creek,"	64.9000000",-147.8166667,2024,226,,
Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2004,120,,
Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2005,107,,
Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2006,130,,
Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2007,113,,
Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2008,85,,
Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2009,90,,
Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2010,93,,
Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2011,80,,
Ploskii Tolbachik (Kamchatka),55.7507,160.2896,2012,84,,
Ploskii Tolbachik (Kamchatka) 1,55.76524,160.3206,2004,61,,
Ploskii Tolbachik (Kamchatka) 10,55.89092,160.5375,2014,,,
Ploskii Tolbachik (Kamchatka) 11,55.89092,160.5375,2015,66,,
Ploskii Tolbachik (Kamchatka) 12,55.89092,160.5375,2016,61,,
Ploskii Tolbachik (Kamchatka) 13,55.89092,160.5375,2017,70,,
Ploskii Tolbachik (Kamchatka) 14,55.89092,160.5375,2018,61,,
Ploskii Tolbachik (Kamchatka) 15,55.89092,160.5375,2019,71,,
Ploskii Tolbachik (Kamchatka) 16,55.89092,160.5375,2020,59,,
Ploskii Tolbachik (Kamchatka) 17,55.89092,160.5375,2021,65,,
Ploskii Tolbachik (Kamchatka) 18,55.89092,160.5375,2022,59,,
Ploskii Tolbachik (Kamchatka) 19,55.89092,160.5375,2023,57,,
Ploskii Tolbachik (Kamchatka) 2,55.76524,160.3206,2005,69,,
Ploskii Tolbachik (Kamchatka) 2,55.89092,160.5375,2006,65,,
Ploskii Tolbachik (Kamchatka) 3,55.76524,160.3206,2006,82,,
Ploskii Tolbachik (Kamchatka) 3,55.89092,160.5375,2007,52,,
Ploskii Tolbachik (Kamchatka) 4,55.76524,160.3206,2007,64,,
Ploskii Tolbachik (Kamchatka) 4,55.89092,160.5375,2008,59,,
Ploskii Tolbachik (Kamchatka) 5,55.76524,160.3206,2008,80,,
Ploskii Tolbachik (Kamchatka) 5,55.89092,160.5375,2009,52,,
Ploskii Tolbachik (Kamchatka) 6,55.76524,160.3206,2009,70,,
Ploskii Tolbachik (Kamchatka) 6,55.89092,160.5375,2010,61,,
Ploskii Tolbachik (Kamchatka) 7,55.76524,160.3206,2010,72,,
Ploskii Tolbachik (Kamchatka) 7,55.89092,160.5375,2011,62,,
Ploskii Tolbachik (Kamchatka) 8,55.76524,160.3206,2011,71,,
Ploskii Tolbachik (Kamchatka) 8,55.89092,160.5375,2012,68,,
Ploskii Tolbachik (Kamchatka) 9,55.76524,160.3206,2012,69,,
Ploskii Tolbachik (Kamchatka) 9,55.89092,160.5375,2013,55,,
Ruby,64.73486,-155.48461,2010,100,,
Ruby,64.73486,-155.48461,2011,100,,
Ruby,64.73486,-155.48461,2012,100,,
Ruby,64.73486,-155.48461,2013,100,,
Ruby,64.73486,-155.48461,2014,100,,
Sagwon,69.441,-148.67033,1995,81,,
Sagwon,69.441,-148.67033,1996,85,,
Sagwon,69.441,-148.67033,1997,86,,
Sagwon,69.441,-148.67033,1998,95,,
Sagwon,69.441,-148.67033,1999,87,,
Sagwon,69.441,-148.67033,2000,81,,
Sagwon,69.441,-148.67033,2001,78,,
Sagwon,69.441,-148.67033,2002,83,,
Sagwon,69.441,-148.67033,2003,75,,
Sagwon,69.441,-148.67033,2004,77,,
Sagwon,69.441,-148.67033,2005,78,,
Sagwon,69.441,-148.67033,2006,87,,
Sagwon,69.441,-148.67033,2007,75,,
Sagwon,69.441,-148.67033,2008,92,,
Sagwon,69.441,-148.67033,2009,93,,
Sagwon,69.441,-148.67033,2010,90,,
Sagwon,69.441,-148.67033,2011,96,,
Sagwon,69.441,-148.67033,2012,95,,
Sagwon,69.441,-148.67033,2013,89,,
Sagwon,69.441,-148.67033,2014,82,,
Sagwon,69.441,-148.67033,2015,83,,
Sagwon,69.441,-148.67033,2016,89,,
Sagwon,69.441,-148.67033,2017,89,,
Sagwon,69.441,-148.67033,2018,84,,
Sagwon,69.441,-148.67033,2019,91,,
Sagwon,69.441,-148.67033,2020,78,,
Sagwon,69.441,-148.67033,2021,80,,
Sagwon,69.441,-148.67033,2022,83,,
Sagwon,69.441,-148.67033,2023,84,,
Salekhard,66.54395,66.73125,2021,190,,
Salekhard,66.54395,66.73125,2022,183.33,,
Salekhard,66.54395,66.73125,2023,200,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,1996,70,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,1997,,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,1998,,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,1999,58,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2000,,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2001,,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2002,78,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2003,,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2004,,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2005,100,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2006,79,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2007,110,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2008,85,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2009,71.2,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2010,92,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2011,92.6,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2012,85.8,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2013,66.8,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2014,98,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2015,80,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2016,74.8,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2017,73.2,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2018,68,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2019,74,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2020,89.2,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2021,76,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2022,82,,
"Segodnya Pingo, Kolyma ",69.08333,158.9,2023,80,,
Seida,67.06556,62.92508,2012,150,,
Seida,67.06556,62.92508,2013,150,,
Seida,67.06556,62.92508,2014,150,,
Seida,67.06556,62.92508,2015,150,,
Seida,67.06556,62.92508,2016,150,,
Seida,67.06556,62.92508,2017,130,,
Seida,67.06556,62.92508,2018,130,,
Seida,67.06556,62.92508,2019,128,,
Seida,67.06556,62.92508,2020,138,,
Seida,67.06556,62.92508,2021,150,,
Seida,67.06556,62.92508,2022,139,,
Seida,67.06556,62.92508,2023,170,,
St_Mary,62.04755,-163.23412,2009,100,,
St_Mary,62.04755,-163.23412,2010,100,,
St_Mary,62.04755,-163.23412,2011,86,,
St_Mary,62.04755,-163.23412,2012,0,,
St_Mary,62.04755,-163.23412,2013,,,
St_Mary,62.04755,-163.23412,2014,100,,
St_Mary,62.04755,-163.23412,2015,100,,
St_Mary,62.04755,-163.23412,2016,100,,
Talnah (Norilsk Region),69.43333,88.46667,2005,150,,
Talnah (Norilsk Region),69.43333,88.46667,2006,164,,
Talnah (Norilsk Region),69.43333,88.46667,2007,150,,
Talnah (Norilsk Region),69.43333,88.46667,2008,150,,
Talnah (Norilsk Region),69.43333,88.46667,2009,150,,
Talnah (Norilsk Region),69.43333,88.46667,2010,160,,
Talnah (Norilsk Region),69.43333,88.46667,2011,160,,
Talnah (Norilsk Region),69.43333,88.46667,2012,160,,
Talnah (Norilsk Region),69.43333,88.46667,2013,118.5,,
Talnah (Norilsk Region),69.43333,88.46667,2014,170,,
Talnah (Norilsk Region),69.43333,88.46667,2015,160,,
Talnah (Norilsk Region),69.43333,88.46667,2016,132.5,,
Talnah (Norilsk Region),69.43333,88.46667,2017,160,,
Talnah (Norilsk Region),69.43333,88.46667,2018,160,,
Talnah (Norilsk Region),69.43333,88.46667,2019,160,,
Talnah (Norilsk Region),69.43333,88.46667,2020,160,,
Talnah (Norilsk Region),69.43333,88.46667,2021,160,,
Talnah (Norilsk Region),69.43333,88.46667,2022,160,,
Talnah (Norilsk Region),69.43333,88.46667,2023,160,,
Talnik,67.33333,63.73333,1998,164,,
Talnik,67.33333,63.73333,1999,200,,
Talnik,67.33333,63.73333,2000,192,,
Talnik,67.33333,63.73333,2001,205,,
Talnik,67.33333,63.73333,2002,205,,
Talnik,67.33333,63.73333,2003,210,,
Talnik,67.33333,63.73333,2004,204,,
Talnik,67.33333,63.73333,2005,200,,
Talnik,67.33333,63.73333,2006,200,,
Talnik,67.33333,63.73333,2007,200,,
Talnik,67.33333,63.73333,2008,200,,
Talnik,67.33333,63.73333,2009,200,,
Talnik,67.33333,63.73333,2010,200,,
Talnik,67.33333,63.73333,2011,200,,
Talnik,67.33333,63.73333,2012,200,,
Talnik,67.33333,63.73333,2013,200,,
Talnik,67.33333,63.73333,2014,NA,,
Talnik,67.33333,63.73333,2015,200,,
Talnik,67.33333,63.73333,2016,200,,
Talnik,67.33333,63.73333,2017,200,,
Talnik,67.33333,63.73333,2018,200,,
Talnik,67.33333,63.73333,2019,200,,
Talnik,67.33333,63.73333,2020,200,,
Talnik,67.33333,63.73333,2021,200,,
Talnik,67.33333,63.73333,2022,200,,
Tanada_Muskeg,62.51667,-143.3667,2009,112,,
Tanada_Muskeg,62.51667,-143.3667,2010,110,,
Tanada_Muskeg,62.51667,-143.3667,2019,151,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,1999,67.1,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2000,71.05,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2001,70,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2002,70.85,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2003,71.15,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2004,69.5,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2005,73,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2006,71.35,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2007,73.95,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2008,76.3,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2009,79.05,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2010,75.5,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2011,79.2,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2012,79,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2013,67.5,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2014,73,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2015,80.2,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2016,81.5,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2017,76.5,,
Tanquary_Fiord_Ellesmere_Island   ,81.40072,-76.70937,2018,69,,
Teslin,60.44943,-133.52016,2009,100,,
Teslin,60.44943,-133.52016,2010,100,,
Teslin,60.44943,-133.52016,2011,100,,
Teslin,60.44943,-133.52016,2012,100,,
Teslin,60.44943,-133.52016,2013,100,,
Teslin,60.44943,-133.52016,2014,100,,
Toolik_Lake,68.6215,-149.6063,1995,77,,
Toolik_Lake,68.6215,-149.6063,1996,78,,
Toolik_Lake,68.6215,-149.6063,1997,77,,
Toolik_Lake,68.6215,-149.6063,1998,89.5,,
Toolik_Lake,68.6215,-149.6063,1999,79,,
Toolik_Lake,68.6215,-149.6063,2000,79,,
Toolik_Lake,68.6215,-149.6063,2001,88,,
Toolik_Lake,68.6215,-149.6063,2002,67.5,,
Toolik_Lake,68.6215,-149.6063,2003,80.5,,
Toolik_Lake,68.6215,-149.6063,2004,71.25,,
Toolik_Lake,68.6215,-149.6063,2005,77,,
Toolik_Lake,68.6215,-149.6063,2006,80,,
Toolik_Lake,68.6215,-149.6063,2007,86,,
Toolik_Lake,68.6215,-149.6063,2008,84,,
Toolik_Lake,68.6215,-149.6063,2009,106,,
Toolik_Lake,68.6215,-149.6063,2010,88.5,,
Toolik_Lake,68.6215,-149.6063,2011,83,,
Toolik_Lake,68.6215,-149.6063,2012,82,,
Toolik_Lake,68.6215,-149.6063,2013,82,,
Toolik_Lake,68.6215,-149.6063,2014,80.5,,
Toolik_Lake,68.6215,-149.6063,2015,82.5,,
Toolik_Lake,68.6215,-149.6063,2016,86,,
Toolik_Lake,68.6215,-149.6063,2017,83.5,,
Toolik_Lake,68.6215,-149.6063,2018,83.5,,
Toolik_Lake,68.6215,-149.6063,2019,91,,
Toolik_Lake,68.6215,-149.6063,2020,68,,
Toolik_Lake,68.6215,-149.6063,2021,84.5,,
Toolik_Lake,68.6215,-149.6063,2022,77,,
Toolik_Lake,68.6215,-149.6063,2023,79.5,,
Tuymada (Yakutsk region),62.0133,129.65683,2008,223,,
Tuymada (Yakutsk region),62.0133,129.65683,2009,218,,
Tuymada (Yakutsk region),62.0133,129.65683,2010,215,,
Tuymada (Yakutsk region),62.0133,129.65683,2011,221,,
Tuymada (Yakutsk region),62.0133,129.65683,2012,220,,
Tuymada (Yakutsk region),62.0133,129.65683,2013,221,,
Tuymada (Yakutsk region),62.0133,129.65683,2014,223,,
Tuymada (Yakutsk region),62.0133,129.65683,2015,220,,
Tuymada (Yakutsk region),62.0133,129.65683,2016,220,,
Tuymada (Yakutsk region),62.0133,129.65683,2017,222,,
Tuymada (Yakutsk region),62.0133,129.65683,2018,224,,
Tuymada (Yakutsk region),62.0133,129.65683,2019,225,,
Tuymada (Yakutsk region),62.0133,129.65683,2020,225,,
Tuymada (Yakutsk region),62.0133,129.65683,2021,227,,
Tuymada (Yakutsk region),62.0133,129.65683,2022,227,,
Tuymada (Yakutsk region),62.0133,129.65683,2023,225,,
Ukkusiksalik_National_Park,65.87808,-89.36717,2014,75,,
Ukkusiksalik_National_Park,65.87808,-89.36717,2015,,,
Ukkusiksalik_National_Park,65.87808,-89.36717,2016,93,,
Ukkusiksalik_National_Park,65.87808,-89.36717,2017,85,,
Umbozero_Kola_Peninsula,67.7723958,34.182046,2011,200,,
Umbozero_Kola_Peninsula,67.7723958,34.182046,2012,200,,
Umbozero_Kola_Peninsula,67.7723958,34.182046,2013,200,,
Umbozero_Kola_Peninsula,67.7723958,34.182046,2014,200,,
Umbozero_Kola_Peninsula,67.7723958,34.182046,2015,200,,
Umbozero_Kola_Peninsula,67.7723958,34.182046,2016,200,,
UNISCALM    ,78.200956,15.836412,2000,110,,
UNISCALM    ,78.200956,15.836412,2001,119,,
UNISCALM    ,78.200956,15.836412,2002,108,,
UNISCALM    ,78.200956,15.836412,2003,108,,
UNISCALM    ,78.200956,15.836412,2004,107,,
UNISCALM    ,78.200956,15.836412,2005,92,,
UNISCALM    ,78.200956,15.836412,2006,116,,
UNISCALM    ,78.200956,15.836412,2007,121,,
UNISCALM    ,78.200956,15.836412,2008,131,,
UNISCALM    ,78.200956,15.836412,2009,115,,
UNISCALM    ,78.200956,15.836412,2010,115,,
UNISCALM    ,78.200956,15.836412,2011,114,,
UNISCALM    ,78.200956,15.836412,2012,119,,
UNISCALM    ,78.200956,15.836412,2013,127,,
UNISCALM    ,78.200956,15.836412,2014,120,,
UNISCALM    ,78.200956,15.836412,2015,120,,
UNISCALM    ,78.200956,15.836412,2016,123,,
UNISCALM    ,78.200956,15.836412,2017,122,,
UNISCALM    ,78.200956,15.836412,2018,117,,
UNISCALM    ,78.200956,15.836412,2019,114,,
UNISCALM    ,78.200956,15.836412,2020,121,,
Urengoy_Gas_Field_GP15,67.47791,76.69529,2008,118,,
Urengoy_Gas_Field_GP16,67.47791,76.69529,2009,97.25,,
Urengoy_Gas_Field_GP17,67.47791,76.69529,2010,110.25,,
Urengoy_Gas_Field_GP18,67.47791,76.69529,2011,110.25,,
Urengoy_Gas_Field_GP19,67.47791,76.69529,2012,130,,
Urengoy_Gas_Field_GP20,67.47791,76.69529,2013,120.75,,
Urengoy_Gas_Field_GP21,67.47791,76.69529,2014,118,,
Urengoy_Gas_Field_GP22,67.47791,76.69529,2015,121,,
Urengoy_Gas_Field_GP23,67.47791,76.69529,2016,135,,
Urengoy_Gas_Field_GP24,67.47791,76.69529,2017,147,,
Urengoy_Gas_Field_GP25,67.47791,76.69529,2018,163,,
Urengoy_Gas_Field_GP26,67.47791,76.69529,2019,155,,
Urengoy_Gas_Field_GP27,67.47791,76.69529,2020,,,
Urengoy_Gas_Field_GP28,67.47791,76.69529,2021,141,,
Urengoy_Gas_Field_GP29,67.47791,76.69529,2022,138,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2008,180,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2009,169,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2010,200,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2011,195.25,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2012,200,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2013,150.5,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2014,163,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2015,171,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2016,191,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2017,200,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2018,180,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2019,180,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2020,180,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2021,180,,
Urengoy_Gas_Field_GP5,66.31325,76.903478,2022,181,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2007,95,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2008,102,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2009,75,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2010,100,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2011,100,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2012,119,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2013,110,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2014,105,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2015,110,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2016,162,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2017,91,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2018,94,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2019,103,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2020,105,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2021,103,,
"Vaskiny Dachi, Yamal Peninsula 1",70.2755,68.89164,2022,101,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2007,93,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2008,92,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2009,81,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2010,88,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2011,87,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2012,102,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2013,105,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2014,99,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2015,104,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2016,142,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2017,105,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2018,91,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2019,98,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2020,120,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2021,131,,
"Vaskiny Dachi, Yamal Peninsula 2",70.2955,68.88347,2022,134,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2007,127,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2008,126,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2009,100,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2010,126,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2011,137,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2012,150,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2013,147,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2014,130,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2015,149,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2016,167,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2017,140,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2018,134,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2019,131,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2020,156,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2021,142,,
"Vaskiny Dachi, Yamal Peninsula 3",70.30139,68.84131,2022,148,,
"Vaskiny Dachi, Yamal Peninsula 4",70.27417,68.89078,2014,53,,
"Vaskiny Dachi, Yamal Peninsula 4",70.27417,68.89078,2015,62,,
"Vaskiny Dachi, Yamal Peninsula 4",70.27417,68.89078,2016,70,,
"Vaskiny Dachi, Yamal Peninsula 4",70.27417,68.89078,2017,53,,
"Vaskiny Dachi, Yamal Peninsula 4",70.27417,68.89078,2018,51,,
"Vaskiny Dachi, Yamal Peninsula 4",70.27417,68.89078,2019,56,,
"Vaskiny Dachi, Yamal Peninsula 4",70.27417,68.89078,2020,65,,
"Vaskiny Dachi, Yamal Peninsula 4",70.27417,68.89078,2021,66,,
"Vaskiny Dachi, Yamal Peninsula 4",70.27417,68.89078,2022,61,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,1993,112,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,1994,117,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,1995,123,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,1996,129,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,1997,107,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,1998,140,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,1999,152,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2000,146,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2001,142,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2002,163,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2003,,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2004,155,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2005,165,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2006,123,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2007,135,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2008,141,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2009,139,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2010,133,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2011,147,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2012,169,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2013,155,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2014,130,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2015,150,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2016,168,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2017,165,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2018,155,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2019,163,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2020,159,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2021,143,,
Vaskiny_Dachy_Yamal_Peninsula 5,70.28333,68.9,2022,160,,
West_Dock,70.36667,-148.5667,1995,95,,
West_Dock,70.36667,-148.5667,1996,95,,
West_Dock,70.36667,-148.5667,1997,99,,
West_Dock,70.36667,-148.5667,1998,92,,
West_Dock,70.36667,-148.5667,1999,85.5,,
West_Dock,70.36667,-148.5667,2000,87,,
West_Dock,70.36667,-148.5667,2001,83.5,,
West_Dock,70.36667,-148.5667,2002,94,,
West_Dock,70.36667,-148.5667,2003,92,,
West_Dock,70.36667,-148.5667,2004,93,,
West_Dock,70.36667,-148.5667,2005,100,,
West_Dock,70.36667,-148.5667,2006,93.5,,
West_Dock,70.36667,-148.5667,2007,96.5,,
West_Dock,70.36667,-148.5667,2008,79.5,,
West_Dock,70.36667,-148.5667,2009,89,,
West_Dock,70.36667,-148.5667,2010,80,,
West_Dock,70.36667,-148.5667,2011,91,,
West_Dock,70.36667,-148.5667,2012,82,,
West_Dock,70.36667,-148.5667,2013,89.5,,
West_Dock,70.36667,-148.5667,2014,81,,
West_Dock,70.36667,-148.5667,2015,113.5,,
West_Dock,70.36667,-148.5667,2016,104,,
West_Dock,70.36667,-148.5667,2017,108,,
West_Dock,70.36667,-148.5667,2018,94,,
West_Dock,70.36667,-148.5667,2019,108,,
West_Dock,70.36667,-148.5667,2021,110,,
West_Dock,70.36667,-148.5667,2022,92,,
West_Dock,70.36667,-148.5667,2023,92.5,,
Wickersham ,65.1666667,-147.9,1971,,,
Wickersham ,65.1666667,-147.9,1972,57,,
Wickersham ,65.1666667,-147.9,1973,,,
Wickersham ,65.1666667,-147.9,1974,,,
Wickersham ,65.1666667,-147.9,1975,,,
Wickersham ,65.1666667,-147.9,1976,58,,
Wickersham ,65.1666667,-147.9,1977,64,,
Wickersham ,65.1666667,-147.9,1978,53,,
Wickersham ,65.1666667,-147.9,1979,63,,
Wickersham ,65.1666667,-147.9,1980,58,,
Wickersham ,65.1666667,-147.9,1981,58,,
Wickersham ,65.1666667,-147.9,1982,62,,
Wickersham ,65.1666667,-147.9,1983,61,,
