Location ,Lat,Long,Year,Max,,
Chara Most,56.906264,118.28067,2017,78.33,,
Chara Most,56.906264,118.28067,2018,75.33,,
Chevak,61.52786,-165.61778,2009,98,,
Chevak,61.52786,-165.61778,2010,77,,
Chevak,61.52786,-165.61778,2011,75,,
Chevak,61.52786,-165.61778,2012,79,,
Chevak,61.52786,-165.61778,2013,87,,
Chevak,61.52786,-165.61778,2014,85,,
"Chukochya River, Kolyma",69.48333,156.9833,1996,60,,
"Chukochya River, Kolyma",69.48333,156.9833,1997,,,
"Chukochya River, Kolyma",69.48333,156.9833,1998,66,,
"Chukochya River, Kolyma",69.48333,156.9833,1999,54,,
"Chukochya River, Kolyma",69.48333,156.9833,2000,58,,
"Chukochya River, Kolyma",69.48333,156.9833,2001,,,
"Chukochya River, Kolyma",69.48333,156.9833,2002,,,
"Chukochya River, Kolyma",69.48333,156.9833,2003,,,
"Chukochya River, Kolyma",69.48333,156.9833,2004,,,
"Chukochya River, Kolyma",69.48333,156.9833,2005,66,,
"Chukochya River, Kolyma",69.48333,156.9833,2006,60,,
"Chukochya River, Kolyma",69.48333,156.9833,2007,,,
"Chukochya River, Kolyma",69.48333,156.9833,2008,60,,
"Chukochya River, Kolyma",69.48333,156.9833,2009,60,,
"Chukochya River, Kolyma",69.48333,156.9833,2010,60.4,,
"Chukochya River, Kolyma",69.48333,156.9833,2011,60,,
"Chukochya River, Kolyma",69.48333,156.9833,2012,58.4,,
"Chukochya River, Kolyma",69.48333,156.9833,2013,56.4,,
"Chukochya River, Kolyma",69.48333,156.9833,2014,,,
"Chukochya River, Kolyma",69.48333,156.9833,2015,68,,
"Chukochya River, Kolyma",69.48333,156.9833,2016,58.8,,
"Chukochya River, Kolyma",69.48333,156.9833,2017,64.6,,
"Chukochya River, Kolyma",69.48333,156.9833,2018,61,,
"Chukochya River, Kolyma",69.48333,156.9833,2019,62,,
"Chukochya River, Kolyma",69.48333,156.9833,2020,66,,
"Chukochya River, Kolyma",69.48333,156.9833,2021,61,,
Circle,65.82819,-144.07843,2009,100,,
Circle,65.82819,-144.07843,2010,100,,
Circle,65.82819,-144.07843,2011,100,,
Circle,65.82819,-144.07843,2012,100,,
Circle,65.82819,-144.07843,2013,100,,
Circle,65.82819,-144.07843,2014,100,,
Circle,65.82819,-144.07843,2019,99,,
CouncilGrid,64.8442,-163.7202,2008,112.5,,
CouncilGrid,64.8442,-163.7202,2009,110,,
CouncilGrid,64.8442,-163.7202,2010,120.5,,
CouncilGrid,64.8442,-163.7202,2011,130,,
CouncilGrid,64.8442,-163.7202,2012,127,,
CouncilGrid,64.8442,-163.7202,2013,100.5,,
CouncilGrid,64.8442,-163.7202,2014,110.5,,
CouncilGrid,64.8442,-163.7202,2015,122.5,,
CouncilGrid,64.8442,-163.7202,2016,128,,
CouncilGrid,64.8442,-163.7202,2017,118,,
CouncilGrid,64.8442,-163.7202,2018,>130,,
CouncilGrid,64.8442,-163.7202,2019,127,,
CouncilGrid,64.8442,-163.7202,2021,123.5,,
CouncilGrid,64.8442,-163.7202,2022,126,,
CouncilGrid,64.8442,-163.7202,2023,130,,
Dawson,63.94054,-138.59157,2009,39,,
Dawson,63.94054,-138.59157,2010,58,,
Dawson,63.94054,-138.59157,2011,70,,
Dawson,63.94054,-138.59157,2012,59,,
Dawson,63.94054,-138.59157,2013,74,,
Dawson,63.94054,-138.59157,2014,74,,
Deadhorse,70.1613,-148.4653,1996,81,,
Deadhorse,70.1613,-148.4653,1997,83,,
Deadhorse,70.1613,-148.4653,1998,87,,
Deadhorse,70.1613,-148.4653,1999,89,,
Deadhorse,70.1613,-148.4653,2000,80,,
Deadhorse,70.1613,-148.4653,2001,79,,
Deadhorse,70.1613,-148.4653,2002,87,,
Deadhorse,70.1613,-148.4653,2003,84,,
Deadhorse,70.1613,-148.4653,2004,85,,
Deadhorse,70.1613,-148.4653,2005,75,,
Deadhorse,70.1613,-148.4653,2006,84,,
Deadhorse,70.1613,-148.4653,2007,82,,
Deadhorse,70.1613,-148.4653,2008,,,
Deadhorse,70.1613,-148.4653,2009,80,,
Deadhorse,70.1613,-148.4653,2010,86,,
Deadhorse,70.1613,-148.4653,2011,81,,
Deadhorse,70.1613,-148.4653,2012,92,,
Deadhorse,70.1613,-148.4653,2013,92,,
Deadhorse,70.1613,-148.4653,2014,87,,
Deadhorse,70.1613,-148.4653,2015,91,,
Deadhorse,70.1613,-148.4653,2016,94,,
Deadhorse,70.1613,-148.4653,2017,89,,
Deadhorse,70.1613,-148.4653,2018,85,,
Deadhorse,70.1613,-148.4653,2019,93,,
Deadhorse,70.1613,-148.4653,2022,89,,
Deadhorse56miles,69.5006,-148.5592,1996,84,,
Deadhorse56miles,69.5006,-148.5592,1997,98,,
Deadhorse56miles,69.5006,-148.5592,1998,96,,
Deadhorse56miles,69.5006,-148.5592,1999,94,,
Deadhorse56miles,69.5006,-148.5592,2000,98,,
Deadhorse56miles,69.5006,-148.5592,2001,89,,
Deadhorse56miles,69.5006,-148.5592,2002,92,,
Deadhorse56miles,69.5006,-148.5592,2003,90,,
Deadhorse56miles,69.5006,-148.5592,2004,100,,
Deadhorse56miles,69.5006,-148.5592,2005,90,,
Deadhorse56miles,69.5006,-148.5592,2006,91,,
Deadhorse56miles,69.5006,-148.5592,2007,93,,
Deadhorse56miles,69.5006,-148.5592,2008,100,,
Deadhorse56miles,69.5006,-148.5592,2009,94,,
Deadhorse56miles,69.5006,-148.5592,2010,98,,
Deadhorse56miles,69.5006,-148.5592,2011,111,,
Deadhorse56miles,69.5006,-148.5592,2012,101,,
Deadhorse56miles,69.5006,-148.5592,2013,104,,
Deadhorse56miles,69.5006,-148.5592,2014,102,,
Deadhorse56miles,69.5006,-148.5592,2015,106,,
Deadhorse56miles,69.5006,-148.5592,2016,105,,
Deadhorse56miles,69.5006,-148.5592,2017,103,,
Deadhorse56miles,69.5006,-148.5592,2018,97,,
Deadhorse56miles,69.5006,-148.5592,2019,103,,
Deadhorse56miles,69.5006,-148.5592,2020,100,,
Deadhorse56miles,69.5006,-148.5592,2021,99,,
Deadhorse56miles,69.5006,-148.5592,2022,100,,
Deadhorse56miles,69.5006,-148.5592,2023,113,,
Eagle,64.7777,-141.10954,2009,57,,
Eagle,64.7777,-141.10954,2010,100,,
Eagle,64.7777,-141.10954,2011,100,,
Eagle,64.7777,-141.10954,2012,100,,
Eagle,64.7777,-141.10954,2013,80,,
Eagle,64.7777,-141.10954,2014,80,,
Eagle,64.7777,-141.10954,2016,90,,
Eagle,64.7777,-141.10954,2017,95,,
Eagle,64.7777,-141.10954,2018,100,,
Eagle,64.7777,-141.10954,2019,87,,
"Ecogrid, Svalbard ",78.92,11.86,2014,194.81,,
"Ecogrid, Svalbard ",78.92,11.86,2015,182.39,,
"Ecogrid, Svalbard ",78.92,11.86,2016,184.35,,
"Ecogrid, Svalbard ",78.92,11.86,2017,189.31,,
"Ecogrid, Svalbard ",78.92,11.86,2018,196.47,,
"Ecogrid, Svalbard ",78.92,11.86,2019,193.33,,
Emmonak,62.78478,-164.52623,2009,100,,
Emmonak,62.78478,-164.52623,2010,100,,
Emmonak,62.78478,-164.52623,2011,100,,
Emmonak,62.78478,-164.52623,2012,100,,
Emmonak,62.78478,-164.52623,2013,100,,
Emmonak,62.78478,-164.52623,2014,100,,
Emmonak,62.78478,-164.52623,2015,,,
Emmonak,62.78478,-164.52623,2016,100,,
Erkuta,68.225278,69.144444,2017,121,,
Erkuta,68.225278,69.144444,2018,119,,
Erkuta,68.225278,69.144444,2019,125,,
Erkuta,68.225278,69.144444,2020,131,,
Erkuta,68.225278,69.144444,2021,134,,
FarmersLoop,64.88,-147.67,2005,90,,
FarmersLoop,64.88,-147.67,2006,82,,
FarmersLoop,64.88,-147.67,2007,81,,
FarmersLoop,64.88,-147.67,2008,82,,
FarmersLoop,64.88,-147.67,2009,76,,
FarmersLoop,64.88,-147.67,2010,83,,
FarmersLoop,64.88,-147.67,2011,85,,
FarmersLoop,64.88,-147.67,2012,86,,
FarmersLoop,64.88,-147.67,2013,88,,
FarmersLoop,64.88,-147.67,2014,95,,
FarmersLoop,64.88,-147.67,2015,88,,
FarmersLoop,64.88,-147.67,2016,94,,
FarmersLoop,64.88,-147.67,2017,100,,
FarmersLoop,64.88,-147.67,2018,103,,
FarmersLoop,64.88,-147.67,2019,119,,
FarmersLoop,64.88,-147.67,2020,131,,
FarmersLoop,64.88,-147.67,2021,138,,
FarmersLoop,64.88,-147.67,2022,141,,
FarmersLoop,64.88,-147.67,2023,145,,
FortYukon,66.62076,-145.1035,2009,100,,
FortYukon,66.62076,-145.1035,2010,100,,
FortYukon,66.62076,-145.1035,2011,100,,
FortYukon,66.62076,-145.1035,2012,100,,
FortYukon,66.62076,-145.1035,2013,100,,
FortYukon,66.62076,-145.1035,2014,100,,
Franklin Bluff,69.6739,-148.7219,1996,113,,
Franklin Bluff,69.6739,-148.7219,1997,125,,
Franklin Bluff,69.6739,-148.7219,1998,119,,
Franklin Bluff,69.6739,-148.7219,1999,124,,
Franklin Bluff,69.6739,-148.7219,2000,100,,
Franklin Bluff,69.6739,-148.7219,2001,89,,
Franklin Bluff,69.6739,-148.7219,2002,89,,
Franklin Bluff,69.6739,-148.7219,2003,89,,
Franklin Bluff,69.6739,-148.7219,2004,108,,
Franklin Bluff,69.6739,-148.7219,2005,84,,
Franklin Bluff,69.6739,-148.7219,2006,98,,
Franklin Bluff,69.6739,-148.7219,2007,92,,
Franklin Bluff,69.6739,-148.7219,2008,92,,
Franklin Bluff,69.6739,-148.7219,2009,100,,
Franklin Bluff,69.6739,-148.7219,2010,97,,
Franklin Bluff,69.6739,-148.7219,2011,109,,
Franklin Bluff,69.6739,-148.7219,2012,100,,
Franklin Bluff,69.6739,-148.7219,2013,120,,
Franklin Bluff,69.6739,-148.7219,2014,100,,
Franklin Bluff,69.6739,-148.7219,2015,104,,
Franklin Bluff,69.6739,-148.7219,2016,105,,
Franklin Bluff,69.6739,-148.7219,2017,105,,
Franklin Bluff,69.6739,-148.7219,2018,100,,
Franklin Bluff,69.6739,-148.7219,2019,101,,
Franklin Bluff,69.6739,-148.7219,2021,89,,
Franklin Bluff,69.6739,-148.7219,2022,110,,
GalbraithLake,68.4774,-149.5024,1996,75,,
GalbraithLake,68.4774,-149.5024,1997,112,,
GalbraithLake,68.4774,-149.5024,1998,81,,
GalbraithLake,68.4774,-149.5024,1999,76,,
GalbraithLake,68.4774,-149.5024,2001,65,,
GalbraithLake,68.4774,-149.5024,2002,65,,
GalbraithLake,68.4774,-149.5024,2003,81,,
GalbraithLake,68.4774,-149.5024,2004,,,
GalbraithLake,68.4774,-149.5024,2005,61,,
GalbraithLake,68.4774,-149.5024,2006,89,,
GalbraithLake,68.4774,-149.5024,2007,79,,
GalbraithLake,68.4774,-149.5024,2008,80,,
GalbraithLake,68.4774,-149.5024,2009,100,,
GalbraithLake,68.4774,-149.5024,2010,84,,
GalbraithLake,68.4774,-149.5024,2011,77,,
GalbraithLake,68.4774,-149.5024,2012,83.5,,
GalbraithLake,68.4774,-149.5024,2013,83,,
GalbraithLake,68.4774,-149.5024,2014,82,,
GalbraithLake,68.4774,-149.5024,2015,77,,
GalbraithLake,68.4774,-149.5024,2016,85,,
GalbraithLake,68.4774,-149.5024,2017,88,,
GalbraithLake,68.4774,-149.5024,2018,83,,
GalbraithLake,68.4774,-149.5024,2021,70,,
GalbraithLake,68.4774,-149.5024,2022,77,,
Galena,64.7333,-156.78334,2009,55,,
Galena,64.7333,-156.78334,2010,62,,
Galena,64.7333,-156.78334,2011,69,,
Galena,64.7333,-156.78334,2012,72,,
Galena,64.7333,-156.78334,2013,80,,
Galena,64.7333,-156.78334,2014,80,,
Gornoknyazevsk,66.569882,66.880857,2021,198,,
Gornoknyazevsk,66.569882,66.880857,2022,200,,
Gornoknyazevsk,66.569882,66.880857,2023,200,,
"Gyda, Gydan Peninsula 1",70.8893,78.4171,2016,130,,
"Gyda, Gydan Peninsula 1",70.8893,78.4171,2017,114,,
"Gyda, Gydan Peninsula 1",70.8893,78.4171,2018,123,,
"Gyda, Gydan Peninsula 1",70.8893,78.4171,2019,127,,
"Gyda, Gydan Peninsula 1",70.8893,78.4171,2020,135,,
"Gyda, Gydan Peninsula 1",70.8893,78.4171,2021,127,,
"Gyda, Gydan Peninsula 1",70.8893,78.4171,2022,129,,
"Gyda, Gydan Peninsula 2",70.8906,78.4308,2016,159,,
"Gyda, Gydan Peninsula 2",70.8906,78.4308,2017,135,,
"Gyda, Gydan Peninsula 2",70.8906,78.4308,2018,133,,
"Gyda, Gydan Peninsula 2",70.8906,78.4308,2019,128,,
"Gyda, Gydan Peninsula 2",70.8906,78.4308,2020,142,,
"Gyda, Gydan Peninsula 2",70.8906,78.4308,2021,139,,
"Gyda, Gydan Peninsula 2",70.8906,78.4308,2022,130,,
"Gyda, Gydan Peninsula 3",70.8699,78.5478,2017,80,,
"Gyda, Gydan Peninsula 3",70.8699,78.5478,2018,79,,
"Gyda, Gydan Peninsula 3",70.8699,78.5478,2019,83,,
"Gyda, Gydan Peninsula 3",70.8699,78.5478,2020,94,,
"Gyda, Gydan Peninsula 3",70.8699,78.5478,2021,89,,
"Gyda, Gydan Peninsula 3",70.8699,78.5478,2022,89,,
"Gyda, Gydan Peninsula 4",70.89,78.4166667,2019,54,,
"Gyda, Gydan Peninsula 4",70.89,78.4166667,2020,60,,
"Gyda, Gydan Peninsula 4",70.89,78.4166667,2021,58,,
"Gyda, Gydan Peninsula 4",70.89,78.4166667,2022,54,,
HappyValley,69.1466,-148.8483,1996,50,,
HappyValley,69.1466,-148.8483,1997,60,,
HappyValley,69.1466,-148.8483,1998,69,,
HappyValley,69.1466,-148.8483,1999,70,,
HappyValley,69.1466,-148.8483,2000,,,
HappyValley,69.1466,-148.8483,2001,,,
HappyValley,69.1466,-148.8483,2002,,,
HappyValley,69.1466,-148.8483,2003,47,,
HappyValley,69.1466,-148.8483,2004,,,
HappyValley,69.1466,-148.8483,2005,56,,
HappyValley,69.1466,-148.8483,2006,65,,
HappyValley,69.1466,-148.8483,2007,64,,
HappyValley,69.1466,-148.8483,2008,67,,
HappyValley,69.1466,-148.8483,2009,64,,
HappyValley,69.1466,-148.8483,2010,66,,
HappyValley,69.1466,-148.8483,2011,66,,
HappyValley,69.1466,-148.8483,2012,69,,
HappyValley,69.1466,-148.8483,2013,68,,
HappyValley,69.1466,-148.8483,2014,65,,
HappyValley,69.1466,-148.8483,2015,67,,
HappyValley,69.1466,-148.8483,2016,72,,
HappyValley,69.1466,-148.8483,2017,69,,
HappyValley,69.1466,-148.8483,2018,66,,
HappyValley,69.1466,-148.8483,2019,61,,
HappyValley,69.1466,-148.8483,2021,66,,
HappyValley,69.1466,-148.8483,2022,71,,
"Harp, Polar Urals",66.723483,66.080488,2016,200,,
"Harp, Polar Urals",66.723483,66.080488,2017,200,,
"Harp, Polar Urals",66.723483,66.080488,2018,200,,
"Harp, Polar Urals",66.723483,66.080488,2019,200,,
"Harp, Polar Urals",66.723483,66.080488,2020,200,,
"Harp, Polar Urals",66.723483,66.080488,2021,198,,
"Harp, Polar Urals",66.723483,66.080488,2022,179,,
"Harp, Polar Urals",66.723483,66.080488,2023,200,,
HessCreek,65.65724,-149.08443,2009,77,,
HessCreek,65.65724,-149.08443,2010,85,,
HessCreek,65.65724,-149.08443,2011,88,,
HessCreek,65.65724,-149.08443,2012,88,,
HessCreek,65.65724,-149.08443,2013,84,,
HessCreek,65.65724,-149.08443,2014,84,,
HessCreek,65.65724,-149.08443,2015,89,,
HessCreek,65.65724,-149.08443,2016,68,,
Igarka,67.48135,86.4347,2008,150,,
Igarka,67.48135,86.4347,2009,150,,
Igarka,67.48135,86.4347,2010,142.5,,
Igarka,67.48135,86.4347,2011,150,,
Igarka,67.48135,86.4347,2012,144,,
Igarka,67.48135,86.4347,2013,150,,
Igarka,67.48135,86.4347,2014,156,,
Igarka,67.48135,86.4347,2015,165,,
Igarka,67.48135,86.4347,2016,159,,
Igarka,67.48135,86.4347,2017,,,
Igarka,67.48135,86.4347,2018,180,,
Igarka,67.48135,86.4347,2019,155,,
Igarka,67.48135,86.4347,2020,166,,
Igarka,67.48135,86.4347,2021,210,,
Igarka,67.48135,86.4347,2022,167,,
Igarka,67.48135,86.4347,2023,168,,
ImnavaitCreek,68.6114,-149.3101,1995,67,,
ImnavaitCreek,68.6114,-149.3101,1996,59.5,,
ImnavaitCreek,68.6114,-149.3101,1997,74,,
ImnavaitCreek,68.6114,-149.3101,1998,86,,
ImnavaitCreek,68.6114,-149.3101,1999,71.5,,
ImnavaitCreek,68.6114,-149.3101,2000,61.5,,
ImnavaitCreek,68.6114,-149.3101,2001,70.5,,
ImnavaitCreek,68.6114,-149.3101,2002,60.5,,
ImnavaitCreek,68.6114,-149.3101,2003,68.5,,
ImnavaitCreek,68.6114,-149.3101,2004,75,,
ImnavaitCreek,68.6114,-149.3101,2005,72.5,,
ImnavaitCreek,68.6114,-149.3101,2006,75,,
ImnavaitCreek,68.6114,-149.3101,2007,87,,
ImnavaitCreek,68.6114,-149.3101,2008,84,,
ImnavaitCreek,68.6114,-149.3101,2009,86.5,,
ImnavaitCreek,68.6114,-149.3101,2010,87.5,,
ImnavaitCreek,68.6114,-149.3101,2011,82,,
ImnavaitCreek,68.6114,-149.3101,2012,97.5,,
ImnavaitCreek,68.6114,-149.3101,2013,82,,
ImnavaitCreek,68.6114,-149.3101,2014,77,,
ImnavaitCreek,68.6114,-149.3101,2015,88,,
ImnavaitCreek,68.6114,-149.3101,2016,104,,
ImnavaitCreek,68.6114,-149.3101,2017,92,,
ImnavaitCreek,68.6114,-149.3101,2018,77,,
ImnavaitCreek,68.6114,-149.3101,2019,97,,
ImnavaitCreek,68.6114,-149.3101,2020,82,,
ImnavaitCreek,68.6114,-149.3101,2021,72,,
ImnavaitCreek,68.6114,-149.3101,2022,69,,
ImnavaitCreek,68.6114,-149.3101,2023,77,,
Ivotuk,68.48333,-155.7333,2000,110,,
Ivotuk,68.48333,-155.7333,2001,97,,
Ivotuk,68.48333,-155.7333,2002,73.25,,
Ivotuk,68.48333,-155.7333,2005,100,,
Ivotuk,68.48333,-155.7333,2006,104,,
Ivotuk,68.48333,-155.7333,2007,100,,
Ivotuk,68.48333,-155.7333,2008,95.5,,
Ivotuk,68.48333,-155.7333,2009,98,,
Ivotuk,68.48333,-155.7333,2010,99,,
Ivotuk,68.48333,-155.7333,2011,85,,
Ivotuk,68.48333,-155.7333,2012,96,,
Ivotuk,68.48333,-155.7333,2013,109.5,,
Ivotuk,68.48333,-155.7333,2014,104,,
Ivotuk,68.48333,-155.7333,2016,109.5,,
Ivotuk,68.48333,-155.7333,2017,88.5,,
Ivotuk,68.48333,-155.7333,2018,81.5,,
Ivotuk,68.48333,-155.7333,2019,103.5,,
Ivotuk,68.48333,-155.7333,2022,81.5,,
Jakutskoe Lake,69.85,159.5,1999,40,,
Jakutskoe Lake,69.85,159.5,2000,53,,
Jakutskoe Lake,69.85,159.5,2001,56,,
Jakutskoe Lake,69.85,159.5,2002,69,,
Jakutskoe Lake,69.85,159.5,2003,,,
Jakutskoe Lake,69.85,159.5,2004,,,
Jakutskoe Lake,69.85,159.5,2005,73,,
Jakutskoe Lake,69.85,159.5,2006,62,,
Jakutskoe Lake,69.85,159.5,2007,102,,
Jakutskoe Lake,69.85,159.5,2008,67,,
Jakutskoe Lake,69.85,159.5,2009,58.8,,
Jakutskoe Lake,69.85,159.5,2010,179.8,,
Jakutskoe Lake,69.85,159.5,2011,86,,
Jakutskoe Lake,69.85,159.5,2012,50.4,,
Jakutskoe Lake,69.85,159.5,2013,49.2,,
Jakutskoe Lake,69.85,159.5,2014,,,
Jakutskoe Lake,69.85,159.5,2015,56,,
Jakutskoe Lake,69.85,159.5,2016,57,,
Jakutskoe Lake,69.85,159.5,2017,57,,
Jakutskoe Lake,69.85,159.5,2018,57,,
Jakutskoe Lake,69.85,159.5,2019,62,,
Jakutskoe Lake,69.85,159.5,2020,69,,
Jakutskoe Lake,69.85,159.5,2021,67,,
Jakutskoe Lake,69.85,159.5,2022,62,,
Jakutskoe Lake,69.85,159.5,2023,60,,
Kashin_Island ,68.23333,53.85,2010,93,,
Kashin_Island ,68.23333,53.85,2011,100,,
Kashin_Island ,68.23333,53.85,2012,128,,
Kashin_Island ,68.23333,53.85,2013,124,,
Kashin_Island ,68.23333,53.85,2014,101,,
Kashin_Island ,68.23333,53.85,2015,117,,
Kashin_Island ,68.23333,53.85,2016,150,,
Kashin_Island ,68.23333,53.85,2017,119,,
Kashin_Island ,68.23333,53.85,2018,125,,
Kashin_Island ,68.23333,53.85,2019,121,,
Kashin_Island ,68.23333,53.85,2020,200,,
Kashin_Island ,68.23333,53.85,2021,145,,
Kashin_Island ,68.23333,53.85,2022,161,,
"Konkovaya River, Kolyma",69.38333,158.4667,1996,65,,
"Konkovaya River, Kolyma",69.38333,158.4667,1997,,,
"Konkovaya River, Kolyma",69.38333,158.4667,1998,64,,
"Konkovaya River, Kolyma",69.38333,158.4667,1999,45,,
"Konkovaya River, Kolyma",69.38333,158.4667,2000,,,
"Konkovaya River, Kolyma",69.38333,158.4667,2001,46,,
"Konkovaya River, Kolyma",69.38333,158.4667,2002,53,,
"Konkovaya River, Kolyma",69.38333,158.4667,2003,,,
"Konkovaya River, Kolyma",69.38333,158.4667,2004,,,
"Konkovaya River, Kolyma",69.38333,158.4667,2005,,,
"Konkovaya River, Kolyma",69.38333,158.4667,2006,47,,
"Konkovaya River, Kolyma",69.38333,158.4667,2007,,,
"Konkovaya River, Kolyma",69.38333,158.4667,2008,54,,
"Konkovaya River, Kolyma",69.38333,158.4667,2009,51.2,,
"Konkovaya River, Kolyma",69.38333,158.4667,2010,68.67,,
"Konkovaya River, Kolyma",69.38333,158.4667,2011,53.8,,
"Konkovaya River, Kolyma",69.38333,158.4667,2012,39.6,,
"Konkovaya River, Kolyma",69.38333,158.4667,2013,37.6,,
"Konkovaya River, Kolyma",69.38333,158.4667,2014,,,
"Konkovaya River, Kolyma",69.38333,158.4667,2015,61,,
"Konkovaya River, Kolyma",69.38333,158.4667,2016,52.4,,
"Konkovaya River, Kolyma",69.38333,158.4667,2017,60.8,,
"Konkovaya River, Kolyma",69.38333,158.4667,2018,50,,
"Konkovaya River, Kolyma",69.38333,158.4667,2019,50,,
"Konkovaya River, Kolyma",69.38333,158.4667,2020,58,,
"Konkovaya River, Kolyma",69.38333,158.4667,2021,,,
"Konkovaya River, Kolyma",69.38333,158.4667,2022,40,,
"Konkovaya River, Kolyma",69.38333,158.4667,2023,60,,
"Konkovaya River, Kolyma ",69.38353,158.4667,1999,56,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2000,,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2001,50,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2002,,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2003,,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2004,,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2005,,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2006,65,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2007,73,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2008,61,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2009,51.6,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2010,64,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2011,70.8,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2012,56.8,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2013,57.8,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2014,,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2015,60,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2016,50.6,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2017,51.8,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2018,49.4,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2019,55,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2020,54,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2021,,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2022,55,,
"Konkovaya River, Kolyma ",69.38353,158.4667,2023,60,,
Kotlik,63.02131,-163.5607,2009,100,,
Kotlik,63.02131,-163.5607,2010,100,,
Kotlik,63.02131,-163.5607,2011,100,,
Kotlik,63.02131,-163.5607,2012,100,,
Kotlik,63.02131,-163.5607,2013,100,,
Kotlik,63.02131,-163.5607,2014,100,,
Kotlik,63.02131,-163.5607,2016,94,,
Kougarok,65.454,-164.6268,2008,100,,
Kougarok,65.454,-164.6268,2009,94,,
Kougarok,65.454,-164.6268,2010,108,,
Kougarok,65.454,-164.6268,2011,96,,
Kougarok,65.454,-164.6268,2012,90.5,,
Kougarok,65.454,-164.6268,2013,90.5,,
Kougarok,65.454,-164.6268,2014,114,,
Kougarok,65.454,-164.6268,2015,115.5,,
Kougarok,65.454,-164.6268,2016,101,,
Kougarok,65.454,-164.6268,2017,111.5,,
Kougarok,65.454,-164.6268,2018,97,,
Kougarok,65.454,-164.6268,2019,118,,
Kougarok,65.454,-164.6268,2021,97,,
Kougarok,65.454,-164.6268,2022,97,,
Kougarok,65.454,-164.6268,2023,118.5,,
Kruglaya (Anadyr),64.63333,176.9667,2010,71,,
Kruglaya (Anadyr),64.63333,176.9667,2011,85,,
Kruglaya (Anadyr),64.63333,176.9667,2012,75,,
Kruglaya (Anadyr),64.63333,176.9667,2013,90,,
Kruglaya (Anadyr),64.63333,176.9667,2014,84,,
Kruglaya (Anadyr),64.63333,176.9667,2015,81,,
Kruglaya (Anadyr),64.63333,176.9667,2016,80,,
Kruglaya (Anadyr),64.63333,176.9667,2017,73,,
Kruglaya (Anadyr),64.63333,176.9667,2018,83,,
Kruglaya (Anadyr),64.63333,176.9667,2019,76,,
Kruglaya (Anadyr),64.63333,176.9667,2020,77,,
Kruglaya (Anadyr),64.63333,176.9667,2021,74,,
Kruglaya (Anadyr),64.63333,176.9667,2022,82,,
Kruglaya (Anadyr),64.63333,176.9667,2023,75,,
Labytnangy,66.696667,66.358889,2013,120,,
Labytnangy,66.696667,66.358889,2014,196,,
Labytnangy,66.696667,66.358889,2015,135,,
Labytnangy,66.696667,66.358889,2016,161,,
Labytnangy,66.696667,66.358889,2017,124,,
Labytnangy,66.696667,66.358889,2018,120,,
Labytnangy,66.696667,66.358889,2019,150,,
Labytnangy,66.696667,66.358889,2020,150,,
Labytnangy,66.696667,66.358889,2021,175,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,1996,118,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,1997,,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,1998,107,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,1999,121,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2000,129,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2001,114,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2002,131,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2003,139,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2004,143,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2005,145,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2006,142,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2007,150,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2008,143,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2009,128,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2010,145,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2011,139,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2012,125,,
